location_id,location_type,state,district,city,area,latitude,longitude,address_label,synthetic_flag
LOC-000515,Transit,Rajasthan,District-39,City-16,Area-111,24.109852,77.49081,Synthetic Location 515,true
LOC-000516,Road,Rajasthan,District-39,City-13,Area-022,11.353969,80.46869,Synthetic Location 516,true
LOC-000517,Public,Kerala,District-12,City-01,Area-033,25.084915,95.109451,Synthetic Location 517,true
LOC-000518,Warehouse,Kerala,District-12,City-12,Area-123,21.743906,90.582069,Synthetic Location 518,true
LOC-000519,Digital,Delhi,District-17,City-02,Area-126,9.491344,89.684317,Synthetic Location 519,true
LOC-000520,Public,Delhi,District-17,City-08,Area-045,21.85429,93.418866,Synthetic Location 520,true
LOC-000521,Financial,Kerala,District-27,City-29,Area-083,32.401944,86.389895,Synthetic Location 521,true
LOC-000522,Public,Kerala,District-27,City-04,Area-036,29.273538,90.28708,Synthetic Location 522,true
LOC-000523,Residence,Kerala,District-27,City-05,Area-008,11.616957,70.572208,Synthetic Location 523,true
LOC-000524,Transit,Uttar Pradesh,District-06,City-18,Area-143,9.736584,90.11999,Synthetic Location 524,true
LOC-000525,Commercial,Uttar Pradesh,District-06,City-12,Area-104,10.827056,82.56605,Synthetic Location 525,true
LOC-000526,Transit,Uttar Pradesh,District-06,City-28,Area-002,23.848413,71.963753,Synthetic Location 526,true
LOC-000527,Road,West Bengal,District-35,City-05,Area-121,26.783227,76.298777,Synthetic Location 527,true
LOC-000528,Transit,West Bengal,District-35,City-10,Area-134,31.039341,85.99153,Synthetic Location 528,true
LOC-000529,Warehouse,Rajasthan,District-15,City-20,Area-085,26.901407,83.668412,Synthetic Location 529,true
LOC-000530,Office,Rajasthan,District-15,City-13,Area-076,14.135099,74.202141,Synthetic Location 530,true
LOC-000531,Financial,Delhi,District-34,City-24,Area-017,33.064088,76.443289,Synthetic Location 531,true
LOC-000532,Residence,Delhi,District-34,City-20,Area-070,32.496803,70.354781,Synthetic Location 532,true
LOC-000533,Public,Delhi,District-34,City-10,Area-127,19.472249,84.621037,Synthetic Location 533,true
LOC-000534,Digital,Karnataka,District-02,City-10,Area-068,12.714542,96.19577,Synthetic Location 534,true
LOC-000535,Digital,Karnataka,District-02,City-17,Area-077,25.07432,85.385054,Synthetic Location 535,true
LOC-000536,Residence,Karnataka,District-02,City-10,Area-118,19.931029,79.876157,Synthetic Location 536,true
LOC-000537,Digital,Gujarat,District-29,City-21,Area-108,32.990733,91.808631,Synthetic Location 537,true
LOC-000538,Transit,Gujarat,District-29,City-26,Area-071,22.730545,88.936615,Synthetic Location 538,true
LOC-000539,Residence,Delhi,District-23,City-23,Area-140,12.015527,77.587986,Synthetic Location 539,true
LOC-000540,Hotel,Delhi,District-23,City-06,Area-039,25.375589,77.910645,Synthetic Location 540,true
LOC-000541,Financial,Karnataka,District-19,City-16,Area-111,16.590946,69.359656,Synthetic Location 541,true
LOC-000542,Transit,Karnataka,District-19,City-28,Area-129,29.819895,77.285265,Synthetic Location 542,true
LOC-000543,Financial,Karnataka,District-19,City-03,Area-123,11.165511,80.023408,Synthetic Location 543,true
LOC-000544,Office,Karnataka,District-19,City-20,Area-108,10.352533,96.596618,Synthetic Location 544,true
LOC-000545,Commercial,Tamil Nadu,District-15,City-17,Area-024,19.497186,68.890545,Synthetic Location 545,true
LOC-000546,Transit,Tamil Nadu,District-15,City-01,Area-105,31.669877,91.4413,Synthetic Location 546,true
LOC-000547,Digital,Tamil Nadu,District-15,City-09,Area-105,29.532498,78.880663,Synthetic Location 547,true
LOC-000548,Commercial,Tamil Nadu,District-15,City-04,Area-003,11.858215,71.881399,Synthetic Location 548,true
LOC-000549,Transit,Delhi,District-27,City-06,Area-103,31.398768,96.55882,Synthetic Location 549,true
LOC-000550,Residence,Delhi,District-27,City-16,Area-033,14.754891,93.779776,Synthetic Location 550,true
LOC-000551,Hotel,Delhi,District-27,City-13,Area-079,32.099758,92.004167,Synthetic Location 551,true
LOC-000552,Road,Delhi,District-27,City-24,Area-046,33.311848,83.818526,Synthetic Location 552,true
LOC-000553,Residence,Kerala,District-12,City-13,Area-041,24.879931,89.957221,Synthetic Location 553,true
LOC-000554,Residence,Kerala,District-12,City-04,Area-134,14.253406,76.272289,Synthetic Location 554,true
LOC-000555,Office,Kerala,District-12,City-06,Area-125,27.658475,87.461435,Synthetic Location 555,true
LOC-000556,Commercial,Delhi,District-11,City-06,Area-022,8.805378,69.841394,Synthetic Location 556,true
LOC-000557,Road,Delhi,District-11,City-20,Area-049,28.930447,74.961763,Synthetic Location 557,true
LOC-000558,Residence,Delhi,District-11,City-10,Area-021,8.064673,84.596703,Synthetic Location 558,true
LOC-000559,Hotel,Karnataka,District-01,City-19,Area-021,21.040187,75.650246,Synthetic Location 559,true
LOC-000560,Digital,Karnataka,District-01,City-02,Area-080,22.402837,88.642331,Synthetic Location 560,true
LOC-000561,Public,Karnataka,District-01,City-22,Area-014,30.325292,90.544251,Synthetic Location 561,true
LOC-000562,Financial,Karnataka,District-01,City-20,Area-042,26.553391,90.021729,Synthetic Location 562,true
LOC-000563,Digital,West Bengal,District-34,City-20,Area-128,27.024245,72.488518,Synthetic Location 563,true
LOC-000564,Transit,West Bengal,District-34,City-28,Area-101,21.633334,77.967408,Synthetic Location 564,true
LOC-000565,Public,West Bengal,District-34,City-21,Area-011,22.912479,74.379429,Synthetic Location 565,true
LOC-000566,Hotel,West Bengal,District-34,City-06,Area-029,9.616669,83.896861,Synthetic Location 566,true
LOC-000567,Transit,Tamil Nadu,District-02,City-09,Area-075,11.14777,77.251551,Synthetic Location 567,true
LOC-000568,Warehouse,Tamil Nadu,District-02,City-22,Area-073,17.749866,75.924763,Synthetic Location 568,true
LOC-000569,Hotel,Tamil Nadu,District-24,City-08,Area-067,30.564716,68.203838,Synthetic Location 569,true
LOC-000570,Hotel,Tamil Nadu,District-24,City-26,Area-123,29.52639,72.265642,Synthetic Location 570,true
LOC-000571,Commercial,Tamil Nadu,District-24,City-10,Area-064,11.005347,94.836015,Synthetic Location 571,true
LOC-000572,Commercial,Tamil Nadu,District-24,City-08,Area-080,28.788886,88.139354,Synthetic Location 572,true
LOC-000573,Road,Tamil Nadu,District-22,City-07,Area-071,8.343564,95.514577,Synthetic Location 573,true
LOC-000574,Office,Tamil Nadu,District-22,City-20,Area-146,16.912715,73.937131,Synthetic Location 574,true
LOC-000575,Hotel,Gujarat,District-29,City-04,Area-026,18.10163,96.155798,Synthetic Location 575,true
LOC-000576,Transit,Gujarat,District-29,City-23,Area-019,28.725373,83.42127,Synthetic Location 576,true
LOC-000577,Financial,Delhi,District-06,City-08,Area-099,16.072153,83.131544,Synthetic Location 577,true
LOC-000578,Warehouse,Delhi,District-06,City-09,Area-016,23.8806,77.447738,Synthetic Location 578,true
LOC-000579,Financial,Delhi,District-06,City-06,Area-005,19.247391,81.771371,Synthetic Location 579,true
LOC-000580,Office,Rajasthan,District-37,City-06,Area-145,31.832789,93.385833,Synthetic Location 580,true
LOC-000581,Hotel,Rajasthan,District-37,City-09,Area-138,21.294479,95.798126,Synthetic Location 581,true
LOC-000582,Digital,Rajasthan,District-37,City-09,Area-094,25.490144,79.75253,Synthetic Location 582,true
LOC-000583,Hotel,Rajasthan,District-39,City-23,Area-132,18.40434,91.164409,Synthetic Location 583,true
LOC-000584,Digital,Rajasthan,District-39,City-22,Area-118,14.154803,76.797539,Synthetic Location 584,true
LOC-000585,Hotel,Rajasthan,District-39,City-27,Area-075,15.4367,70.189011,Synthetic Location 585,true
LOC-000586,Digital,Rajasthan,District-39,City-30,Area-097,20.153727,71.880595,Synthetic Location 586,true
LOC-000587,Road,Tamil Nadu,District-35,City-06,Area-143,12.941657,93.809686,Synthetic Location 587,true
LOC-000588,Warehouse,Tamil Nadu,District-35,City-20,Area-119,18.586421,90.329208,Synthetic Location 588,true
LOC-000589,Transit,Tamil Nadu,District-35,City-28,Area-150,32.374509,93.06625,Synthetic Location 589,true
LOC-000590,Office,Delhi,District-33,City-28,Area-042,15.111227,90.043598,Synthetic Location 590,true
LOC-000591,Commercial,Delhi,District-33,City-23,Area-012,21.322252,90.793449,Synthetic Location 591,true
LOC-000592,Hotel,Delhi,District-33,City-21,Area-114,27.377121,87.544081,Synthetic Location 592,true
LOC-000593,Commercial,Gujarat,District-23,City-20,Area-147,28.981899,80.326567,Synthetic Location 593,true
LOC-000594,Financial,Gujarat,District-23,City-07,Area-117,31.200453,78.463439,Synthetic Location 594,true
LOC-000595,Transit,Gujarat,District-23,City-17,Area-004,23.410042,76.147511,Synthetic Location 595,true
LOC-000596,Office,Gujarat,District-23,City-07,Area-116,28.893915,74.754537,Synthetic Location 596,true
LOC-000597,Financial,Tamil Nadu,District-33,City-10,Area-039,25.002955,83.526679,Synthetic Location 597,true
LOC-000598,Financial,Tamil Nadu,District-33,City-15,Area-135,19.667803,79.406623,Synthetic Location 598,true
LOC-000599,Financial,West Bengal,District-10,City-24,Area-074,22.609254,73.459325,Synthetic Location 599,true
LOC-000600,Public,West Bengal,District-10,City-24,Area-011,25.854473,69.139588,Synthetic Location 600,true
LOC-000601,Office,West Bengal,District-10,City-02,Area-064,11.726877,73.305761,Synthetic Location 601,true
LOC-000602,Public,Delhi,District-25,City-25,Area-059,20.891335,85.035932,Synthetic Location 602,true
LOC-000603,Transit,Delhi,District-25,City-16,Area-139,31.971104,94.023196,Synthetic Location 603,true
LOC-000604,Digital,Delhi,District-25,City-15,Area-059,11.866953,74.184673,Synthetic Location 604,true
LOC-000605,Residence,Rajasthan,District-04,City-03,Area-045,12.945167,69.586819,Synthetic Location 605,true
LOC-000606,Digital,Rajasthan,District-04,City-25,Area-035,11.366604,94.473761,Synthetic Location 606,true
LOC-000607,Warehouse,Rajasthan,District-04,City-07,Area-031,18.424091,88.366561,Synthetic Location 607,true
LOC-000608,Warehouse,Rajasthan,District-04,City-25,Area-005,10.455557,68.28599,Synthetic Location 608,true
LOC-000609,Residence,Rajasthan,District-39,City-08,Area-150,10.355563,82.092259,Synthetic Location 609,true
LOC-000610,Office,Rajasthan,District-39,City-20,Area-099,15.893571,86.14263,Synthetic Location 610,true
LOC-000611,Residence,Rajasthan,District-39,City-22,Area-009,19.503201,92.188173,Synthetic Location 611,true
LOC-000612,Digital,Rajasthan,District-39,City-24,Area-137,22.196795,95.291236,Synthetic Location 612,true
LOC-000613,Residence,Karnataka,District-20,City-18,Area-007,11.947667,78.445003,Synthetic Location 613,true
LOC-000614,Residence,Karnataka,District-20,City-30,Area-061,17.88539,88.225488,Synthetic Location 614,true
LOC-000615,Residence,Tamil Nadu,District-10,City-03,Area-008,27.42889,87.957475,Synthetic Location 615,true
LOC-000616,Transit,Tamil Nadu,District-10,City-19,Area-146,17.7619,79.090007,Synthetic Location 616,true
LOC-000617,Residence,Rajasthan,District-04,City-15,Area-056,9.317044,69.116484,Synthetic Location 617,true
LOC-000618,Commercial,Rajasthan,District-04,City-10,Area-022,30.926982,88.579314,Synthetic Location 618,true
LOC-000619,Transit,Rajasthan,District-04,City-10,Area-013,12.028022,73.794884,Synthetic Location 619,true
LOC-000620,Office,Tamil Nadu,District-22,City-02,Area-087,23.316656,92.924214,Synthetic Location 620,true
LOC-000621,Transit,Tamil Nadu,District-22,City-21,Area-059,20.28839,82.648922,Synthetic Location 621,true
LOC-000622,Road,Tamil Nadu,District-22,City-16,Area-121,11.295517,69.244694,Synthetic Location 622,true
LOC-000623,Commercial,Tamil Nadu,District-22,City-24,Area-065,19.802048,76.160088,Synthetic Location 623,true
LOC-000624,Public,Rajasthan,District-07,City-24,Area-080,9.954755,85.970134,Synthetic Location 624,true
LOC-000625,Office,Rajasthan,District-07,City-12,Area-042,28.306468,86.173077,Synthetic Location 625,true
LOC-000626,Commercial,Rajasthan,District-07,City-08,Area-142,20.601224,81.276768,Synthetic Location 626,true
LOC-000627,Commercial,Rajasthan,District-36,City-13,Area-123,25.98479,69.114766,Synthetic Location 627,true
LOC-000628,Digital,Rajasthan,District-36,City-30,Area-125,11.495154,78.413881,Synthetic Location 628,true
LOC-000629,Hotel,Maharashtra,District-40,City-25,Area-054,12.02201,72.48792,Synthetic Location 629,true
LOC-000630,Transit,Maharashtra,District-40,City-15,Area-076,32.003394,74.299613,Synthetic Location 630,true
LOC-000631,Road,Maharashtra,District-40,City-08,Area-070,23.822604,87.583991,Synthetic Location 631,true
LOC-000632,Residence,Maharashtra,District-40,City-04,Area-011,18.028296,87.136598,Synthetic Location 632,true
LOC-000633,Public,Uttar Pradesh,District-05,City-28,Area-150,11.045757,96.089029,Synthetic Location 633,true
LOC-000634,Road,Uttar Pradesh,District-05,City-30,Area-114,14.045318,72.667406,Synthetic Location 634,true
LOC-000635,Office,Uttar Pradesh,District-05,City-29,Area-095,26.088897,80.603424,Synthetic Location 635,true
LOC-000636,Public,Uttar Pradesh,District-05,City-22,Area-001,8.77525,96.535081,Synthetic Location 636,true
LOC-000637,Digital,Telangana,District-01,City-05,Area-114,20.161146,83.255764,Synthetic Location 637,true
LOC-000638,Warehouse,Telangana,District-01,City-02,Area-062,15.717379,68.177649,Synthetic Location 638,true
LOC-000639,Financial,Telangana,District-01,City-08,Area-136,11.298199,74.031102,Synthetic Location 639,true
LOC-000640,Residence,Telangana,District-01,City-23,Area-009,12.712602,81.072139,Synthetic Location 640,true
LOC-000641,Hotel,Gujarat,District-17,City-08,Area-131,28.931729,83.954452,Synthetic Location 641,true
LOC-000642,Hotel,Gujarat,District-17,City-01,Area-090,14.265895,93.119002,Synthetic Location 642,true
LOC-000643,Commercial,Tamil Nadu,District-30,City-13,Area-077,9.770572,75.862552,Synthetic Location 643,true
LOC-000644,Warehouse,Tamil Nadu,District-30,City-02,Area-031,19.774311,92.921984,Synthetic Location 644,true
LOC-000645,Warehouse,Tamil Nadu,District-30,City-03,Area-047,26.893542,91.310943,Synthetic Location 645,true
LOC-000646,Office,Tamil Nadu,District-30,City-16,Area-115,9.278613,72.556219,Synthetic Location 646,true
LOC-000647,Financial,Kerala,District-19,City-23,Area-034,32.357314,75.559103,Synthetic Location 647,true
LOC-000648,Public,Kerala,District-19,City-30,Area-131,18.069361,94.871492,Synthetic Location 648,true
LOC-000649,Office,Kerala,District-19,City-03,Area-070,9.536651,87.72646,Synthetic Location 649,true
LOC-000650,Digital,Kerala,District-19,City-28,Area-096,14.57914,87.235781,Synthetic Location 650,true
LOC-000651,Public,West Bengal,District-33,City-22,Area-061,14.511917,91.718615,Synthetic Location 651,true
LOC-000652,Hotel,West Bengal,District-33,City-17,Area-097,30.941945,86.171796,Synthetic Location 652,true
LOC-000653,Financial,West Bengal,District-33,City-26,Area-147,20.787767,80.588454,Synthetic Location 653,true
LOC-000654,Residence,West Bengal,District-33,City-29,Area-123,33.640942,95.477769,Synthetic Location 654,true
LOC-000655,Public,Uttar Pradesh,District-15,City-08,Area-043,20.027663,90.540051,Synthetic Location 655,true
LOC-000656,Road,Uttar Pradesh,District-15,City-10,Area-134,33.840121,74.503983,Synthetic Location 656,true
LOC-000657,Hotel,Uttar Pradesh,District-15,City-23,Area-147,18.212216,84.318538,Synthetic Location 657,true
LOC-000658,Office,Maharashtra,District-19,City-06,Area-005,13.094727,84.189685,Synthetic Location 658,true
LOC-000659,Financial,Maharashtra,District-19,City-09,Area-149,27.319544,90.061474,Synthetic Location 659,true
LOC-000660,Public,Maharashtra,District-19,City-08,Area-076,25.440814,87.759133,Synthetic Location 660,true
LOC-000661,Residence,Maharashtra,District-19,City-07,Area-019,14.577768,73.902645,Synthetic Location 661,true
LOC-000662,Warehouse,Gujarat,District-28,City-05,Area-082,10.514014,90.730239,Synthetic Location 662,true
LOC-000663,Road,Gujarat,District-28,City-15,Area-030,13.980343,70.849919,Synthetic Location 663,true
LOC-000664,Digital,Gujarat,District-28,City-09,Area-134,11.007041,72.85579,Synthetic Location 664,true
LOC-000665,Commercial,Tamil Nadu,District-10,City-29,Area-086,24.223193,93.959766,Synthetic Location 665,true
LOC-000666,Public,Tamil Nadu,District-10,City-09,Area-103,24.420116,87.420104,Synthetic Location 666,true
LOC-000667,Hotel,Tamil Nadu,District-10,City-21,Area-070,9.490474,80.835023,Synthetic Location 667,true
LOC-000668,Warehouse,Tamil Nadu,District-10,City-26,Area-047,8.993601,88.777784,Synthetic Location 668,true
LOC-000669,Residence,West Bengal,District-04,City-15,Area-120,26.969574,89.913128,Synthetic Location 669,true
LOC-000670,Hotel,West Bengal,District-04,City-06,Area-121,21.105808,94.074691,Synthetic Location 670,true
LOC-000671,Commercial,West Bengal,District-04,City-30,Area-059,20.543638,81.933541,Synthetic Location 671,true
LOC-000672,Residence,Rajasthan,District-08,City-10,Area-037,22.303689,79.839965,Synthetic Location 672,true
LOC-000673,Residence,Rajasthan,District-08,City-07,Area-028,24.008065,70.632121,Synthetic Location 673,true
LOC-000674,Digital,Rajasthan,District-08,City-16,Area-023,30.183822,82.199877,Synthetic Location 674,true
LOC-000675,Commercial,Rajasthan,District-08,City-01,Area-135,16.110502,74.595451,Synthetic Location 675,true
LOC-000676,Office,Maharashtra,District-11,City-02,Area-096,21.463338,79.476467,Synthetic Location 676,true
LOC-000677,Public,Maharashtra,District-11,City-06,Area-060,20.792097,82.396077,Synthetic Location 677,true
LOC-000678,Public,Rajasthan,District-40,City-22,Area-037,28.030748,74.485668,Synthetic Location 678,true
LOC-000679,Warehouse,Rajasthan,District-40,City-20,Area-045,32.574277,90.124401,Synthetic Location 679,true
LOC-000680,Residence,Rajasthan,District-40,City-01,Area-032,9.734862,77.23586,Synthetic Location 680,true
LOC-000681,Public,Rajasthan,District-40,City-29,Area-118,10.479469,92.086328,Synthetic Location 681,true
LOC-000682,Transit,Maharashtra,District-11,City-14,Area-038,18.671824,72.231238,Synthetic Location 682,true
LOC-000683,Digital,Maharashtra,District-11,City-08,Area-064,9.681844,70.722049,Synthetic Location 683,true
LOC-000684,Office,Maharashtra,District-11,City-29,Area-037,17.084857,94.824195,Synthetic Location 684,true
LOC-000685,Commercial,Uttar Pradesh,District-35,City-20,Area-045,13.339029,77.041829,Synthetic Location 685,true
LOC-000686,Transit,Uttar Pradesh,District-35,City-26,Area-095,25.875213,86.748374,Synthetic Location 686,true
LOC-000687,Office,Uttar Pradesh,District-35,City-25,Area-109,30.475235,78.359241,Synthetic Location 687,true
LOC-000688,Digital,Gujarat,District-14,City-01,Area-005,28.713797,80.837496,Synthetic Location 688,true
LOC-000689,Transit,Gujarat,District-14,City-13,Area-023,9.683026,77.69598,Synthetic Location 689,true
LOC-000690,Office,Gujarat,District-14,City-15,Area-029,15.333303,79.408887,Synthetic Location 690,true
LOC-000691,Warehouse,Gujarat,District-14,City-04,Area-053,11.755339,85.960298,Synthetic Location 691,true
LOC-000692,Financial,Rajasthan,District-33,City-16,Area-078,16.81168,73.934044,Synthetic Location 692,true
LOC-000693,Warehouse,Rajasthan,District-33,City-29,Area-129,8.811346,79.085086,Synthetic Location 693,true
LOC-000694,Hotel,Rajasthan,District-33,City-20,Area-069,33.420809,73.008784,Synthetic Location 694,true
LOC-000695,Residence,West Bengal,District-37,City-23,Area-133,10.144791,76.949377,Synthetic Location 695,true
LOC-000696,Road,West Bengal,District-37,City-03,Area-061,8.929871,87.80827,Synthetic Location 696,true
LOC-000697,Residence,West Bengal,District-37,City-18,Area-023,12.972583,92.902082,Synthetic Location 697,true
LOC-000698,Office,West Bengal,District-09,City-17,Area-105,28.247653,85.167247,Synthetic Location 698,true
LOC-000699,Road,West Bengal,District-09,City-04,Area-027,8.585551,83.111648,Synthetic Location 699,true
LOC-000700,Commercial,Uttar Pradesh,District-38,City-09,Area-098,25.380146,73.4158,Synthetic Location 700,true
LOC-000701,Road,Uttar Pradesh,District-38,City-04,Area-085,28.509702,69.146796,Synthetic Location 701,true
LOC-000702,Residence,Uttar Pradesh,District-38,City-19,Area-048,13.517575,75.469363,Synthetic Location 702,true
LOC-000703,Public,Gujarat,District-29,City-06,Area-048,21.477379,93.879945,Synthetic Location 703,true
LOC-000704,Road,Gujarat,District-29,City-09,Area-010,13.009586,72.523881,Synthetic Location 704,true
LOC-000705,Commercial,Gujarat,District-29,City-06,Area-102,18.629626,92.937482,Synthetic Location 705,true
LOC-000706,Financial,West Bengal,District-16,City-16,Area-134,27.373523,74.294146,Synthetic Location 706,true
LOC-000707,Office,West Bengal,District-16,City-29,Area-031,18.289811,86.660502,Synthetic Location 707,true
LOC-000708,Office,Rajasthan,District-14,City-10,Area-122,15.497357,84.392717,Synthetic Location 708,true
LOC-000709,Residence,Rajasthan,District-14,City-06,Area-107,24.808881,72.961096,Synthetic Location 709,true
LOC-000710,Public,Rajasthan,District-14,City-15,Area-017,13.015474,84.056614,Synthetic Location 710,true
LOC-000711,Financial,West Bengal,District-16,City-19,Area-057,18.011379,68.017839,Synthetic Location 711,true
LOC-000712,Warehouse,West Bengal,District-16,City-17,Area-010,8.241447,90.11929,Synthetic Location 712,true
LOC-000713,Residence,West Bengal,District-16,City-12,Area-006,19.392262,91.427709,Synthetic Location 713,true
LOC-000714,Digital,West Bengal,District-16,City-12,Area-057,15.977455,76.24723,Synthetic Location 714,true
LOC-000715,Residence,Kerala,District-14,City-30,Area-039,13.023493,73.704462,Synthetic Location 715,true
LOC-000716,Hotel,Kerala,District-14,City-21,Area-066,20.093243,91.37066,Synthetic Location 716,true
LOC-000717,Digital,Kerala,District-14,City-25,Area-050,25.767402,73.967576,Synthetic Location 717,true
LOC-000718,Public,Kerala,District-14,City-12,Area-127,28.469298,90.417905,Synthetic Location 718,true
LOC-000719,Commercial,Karnataka,District-13,City-12,Area-036,30.178203,85.545952,Synthetic Location 719,true
LOC-000720,Financial,Karnataka,District-13,City-19,Area-133,28.318607,95.186499,Synthetic Location 720,true
LOC-000721,Financial,Karnataka,District-13,City-06,Area-145,22.358883,82.69262,Synthetic Location 721,true
LOC-000722,Digital,West Bengal,District-20,City-25,Area-034,16.99486,76.829304,Synthetic Location 722,true
LOC-000723,Commercial,West Bengal,District-20,City-12,Area-029,32.932692,89.719922,Synthetic Location 723,true
LOC-000724,Road,West Bengal,District-20,City-10,Area-141,16.103127,95.207953,Synthetic Location 724,true
LOC-000725,Office,West Bengal,District-20,City-07,Area-003,15.685718,93.98342,Synthetic Location 725,true
LOC-000726,Warehouse,West Bengal,District-29,City-15,Area-009,28.251747,89.68911,Synthetic Location 726,true
LOC-000727,Office,West Bengal,District-29,City-18,Area-124,8.723828,77.646454,Synthetic Location 727,true
LOC-000728,Commercial,West Bengal,District-29,City-03,Area-022,20.445922,95.877306,Synthetic Location 728,true
LOC-000729,Public,Kerala,District-39,City-01,Area-121,19.982306,73.916127,Synthetic Location 729,true
LOC-000730,Financial,Kerala,District-39,City-02,Area-102,19.913245,77.865533,Synthetic Location 730,true
LOC-000731,Office,Tamil Nadu,District-10,City-10,Area-145,32.91493,81.603372,Synthetic Location 731,true
LOC-000732,Public,Tamil Nadu,District-10,City-15,Area-057,9.262736,95.892134,Synthetic Location 732,true
LOC-000733,Public,Tamil Nadu,District-10,City-02,Area-026,32.314713,81.841816,Synthetic Location 733,true
LOC-000734,Commercial,Tamil Nadu,District-10,City-30,Area-010,8.981916,78.18192,Synthetic Location 734,true
LOC-000735,Office,Gujarat,District-23,City-27,Area-049,22.274625,89.624296,Synthetic Location 735,true
LOC-000736,Office,Gujarat,District-23,City-19,Area-007,26.667209,89.771937,Synthetic Location 736,true
LOC-000737,Public,Rajasthan,District-17,City-05,Area-142,14.999314,71.590212,Synthetic Location 737,true
LOC-000738,Road,Rajasthan,District-17,City-10,Area-079,10.456146,83.606162,Synthetic Location 738,true
LOC-000739,Residence,Maharashtra,District-40,City-04,Area-149,9.186617,73.543408,Synthetic Location 739,true
LOC-000740,Office,Maharashtra,District-40,City-14,Area-137,17.934469,86.713118,Synthetic Location 740,true
LOC-000741,Transit,Maharashtra,District-40,City-27,Area-148,21.073003,90.750413,Synthetic Location 741,true
LOC-000742,Commercial,Maharashtra,District-40,City-29,Area-030,22.798213,94.834892,Synthetic Location 742,true
LOC-000743,Office,Telangana,District-30,City-05,Area-022,26.843793,73.052747,Synthetic Location 743,true
LOC-000744,Financial,Telangana,District-30,City-22,Area-054,15.603969,76.388212,Synthetic Location 744,true
LOC-000745,Office,Telangana,District-30,City-05,Area-150,21.249158,80.263534,Synthetic Location 745,true
LOC-000746,Road,Telangana,District-30,City-26,Area-040,29.591315,92.96933,Synthetic Location 746,true
LOC-000747,Warehouse,Uttar Pradesh,District-36,City-06,Area-081,8.134371,70.166896,Synthetic Location 747,true
LOC-000748,Commercial,Uttar Pradesh,District-36,City-19,Area-116,33.135074,74.415458,Synthetic Location 748,true
LOC-000749,Financial,Uttar Pradesh,District-36,City-11,Area-106,16.628736,85.670164,Synthetic Location 749,true
LOC-000750,Road,Karnataka,District-34,City-15,Area-058,9.921785,79.842396,Synthetic Location 750,true
LOC-000751,Public,Karnataka,District-34,City-21,Area-067,27.514914,72.138919,Synthetic Location 751,true
LOC-000752,Road,Karnataka,District-34,City-13,Area-037,31.635801,71.182007,Synthetic Location 752,true
LOC-000753,Public,Kerala,District-28,City-29,Area-136,23.597533,93.536816,Synthetic Location 753,true
LOC-000754,Warehouse,Kerala,District-28,City-10,Area-113,10.577312,85.661134,Synthetic Location 754,true
LOC-000755,Road,Kerala,District-28,City-09,Area-032,15.42239,73.662675,Synthetic Location 755,true
LOC-000756,Office,Delhi,District-02,City-03,Area-144,30.324879,74.586615,Synthetic Location 756,true
LOC-000757,Commercial,Delhi,District-02,City-24,Area-065,29.271613,75.915664,Synthetic Location 757,true
LOC-000758,Public,Delhi,District-02,City-15,Area-047,17.078032,72.105037,Synthetic Location 758,true
LOC-000759,Transit,Delhi,District-02,City-16,Area-106,19.470742,78.783173,Synthetic Location 759,true
LOC-000760,Financial,Telangana,District-07,City-30,Area-089,14.483046,92.966459,Synthetic Location 760,true
LOC-000761,Office,Telangana,District-07,City-29,Area-023,9.244206,73.731863,Synthetic Location 761,true
LOC-000762,Residence,Telangana,District-07,City-29,Area-056,28.064,70.674166,Synthetic Location 762,true
LOC-000763,Hotel,Telangana,District-07,City-04,Area-123,20.266889,68.593783,Synthetic Location 763,true
LOC-000764,Digital,Kerala,District-12,City-27,Area-034,24.898087,91.656552,Synthetic Location 764,true
LOC-000765,Financial,Kerala,District-12,City-15,Area-102,20.196973,75.209385,Synthetic Location 765,true
LOC-000766,Commercial,Kerala,District-12,City-26,Area-064,29.791175,70.884731,Synthetic Location 766,true
LOC-000767,Financial,Kerala,District-12,City-13,Area-099,13.154127,77.179717,Synthetic Location 767,true
LOC-000768,Road,Uttar Pradesh,District-39,City-23,Area-059,15.526168,79.565592,Synthetic Location 768,true
LOC-000769,Residence,Uttar Pradesh,District-39,City-21,Area-090,29.615374,77.670655,Synthetic Location 769,true
LOC-000770,Digital,Uttar Pradesh,District-39,City-18,Area-111,17.874218,95.035986,Synthetic Location 770,true
LOC-000771,Road,Kerala,District-17,City-29,Area-065,10.754903,86.503899,Synthetic Location 771,true
LOC-000772,Residence,Kerala,District-17,City-17,Area-082,15.458534,74.135537,Synthetic Location 772,true
LOC-000773,Warehouse,Kerala,District-08,City-16,Area-043,23.086055,90.523821,Synthetic Location 773,true
LOC-000774,Commercial,Kerala,District-08,City-19,Area-097,13.46376,91.663366,Synthetic Location 774,true
LOC-000775,Transit,Kerala,District-08,City-12,Area-083,10.683314,85.689209,Synthetic Location 775,true
LOC-000776,Road,Karnataka,District-35,City-08,Area-109,16.591354,82.043593,Synthetic Location 776,true
LOC-000777,Financial,Karnataka,District-35,City-27,Area-093,19.220037,70.303884,Synthetic Location 777,true
LOC-000778,Commercial,Karnataka,District-35,City-17,Area-053,29.279715,83.615965,Synthetic Location 778,true
