location_id,name,latitude,longitude,address,city,state,location_type
L0245,East Market Complex 245,17.4789,78.4066,"974, Market Road, Hyderabad",Hyderabad,Telangana,Crime Scene
L0246,West Market Complex 246,10.8677,77.0633,"986, Airport Road, Coimbatore",Coimbatore,Tamil Nadu,Meeting Point
L0247,East Transit Hub 247,28.3847,76.9289,"677, Ring Road, Gurugram",Gurugram,Haryana,Hotel
L0248,East Industrial Estate 248,19.0728,73.0651,"729, Airport Road, Thane",Thane,Maharashtra,Warehouse
L0249,East Business Park 249,21.0249,72.7607,"311, Ring Road, Surat",Surat,Gujarat,Meeting Point
L0250,East Industrial Estate 250,28.4196,77.2601,"729, Station Road, Noida",Noida,Uttar Pradesh,Parking Area
L0251,Central Business Park 251,28.5636,77.3766,"661, Shivaji Nagar, Noida",Noida,Uttar Pradesh,Warehouse
L0252,South Office Centre 252,18.5886,73.9793,"716, Nehru Nagar, Pune",Pune,Maharashtra,Hotel
L0253,South Office Centre 253,23.0099,72.7106,"93, Station Road, Ahmedabad",Ahmedabad,Gujarat,Residence
L0254,East Transit Hub 254,22.6975,75.7401,"322, Station Road, Indore",Indore,Madhya Pradesh,Restaurant
L0255,South Business Park 255,20.1173,73.7364,"773, Lake View Road, Nashik",Nashik,Maharashtra,Meeting Point
L0256,Central Industrial Estate 256,19.1508,73.018,"825, Station Road, Thane",Thane,Maharashtra,Transport Hub
L0257,South Market Complex 257,22.868,75.8669,"39, Park Street, Indore",Indore,Madhya Pradesh,Parking Area
L0258,South Business Park 258,10.9959,77.0437,"962, Airport Road, Coimbatore",Coimbatore,Tamil Nadu,Office
L0259,Central Business Park 259,17.364,78.6031,"246, Shivaji Nagar, Hyderabad",Hyderabad,Telangana,Industrial Area
L0260,East Office Centre 260,22.5422,88.4328,"730, Ring Road, Kolkata",Kolkata,West Bengal,Commercial Area
L0261,East Market Complex 261,21.2197,72.7934,"271, College Road, Surat",Surat,Gujarat,Meeting Point
L0262,South Market Complex 262,19.8749,73.6654,"578, Station Road, Nashik",Nashik,Maharashtra,Industrial Area
L0263,West Office Centre 263,27.0059,75.8042,"385, MG Road, Jaipur",Jaipur,Rajasthan,Road
L0264,East Office Centre 264,28.4084,76.9133,"807, Park Street, Gurugram",Gurugram,Haryana,Commercial Area
L0265,East Industrial Estate 265,18.6609,73.8868,"193, College Road, Pune",Pune,Maharashtra,Commercial Area
L0266,Central Industrial Estate 266,9.9334,76.1637,"452, Station Road, Kochi",Kochi,Kerala,Parking Area
L0267,Central Market Complex 267,21.1008,79.1051,"301, Market Road, Nagpur",Nagpur,Maharashtra,Office
L0268,Central Transit Hub 268,9.849,76.246,"807, Market Road, Kochi",Kochi,Kerala,Transport Hub
L0269,Central Transit Hub 269,11.0693,76.9728,"481, Ring Road, Coimbatore",Coimbatore,Tamil Nadu,Road
L0270,North Market Complex 270,18.9801,72.9385,"942, Nehru Nagar, Mumbai",Mumbai,Maharashtra,Bank
L0271,East Transit Hub 271,26.7642,75.8983,"220, Station Road, Jaipur",Jaipur,Rajasthan,Road
L0272,Central Office Centre 272,19.8901,73.8298,"248, Station Road, Nashik",Nashik,Maharashtra,Residence
L0273,East Market Complex 273,28.45,77.3669,"641, Market Road, Noida",Noida,Uttar Pradesh,Commercial Area
L0274,North Market Complex 274,26.8559,75.7346,"478, Market Road, Jaipur",Jaipur,Rajasthan,Road
L0275,Central Business Park 275,20.1125,73.6865,"58, Nehru Nagar, Nashik",Nashik,Maharashtra,Crime Scene
L0276,North Business Park 276,18.5726,73.7883,"23, Station Road, Pune",Pune,Maharashtra,Hotel
L0277,North Office Centre 277,26.8788,80.9205,"643, Lake View Road, Lucknow",Lucknow,Uttar Pradesh,Warehouse
L0278,Central Industrial Estate 278,21.0994,78.9715,"947, MG Road, Nagpur",Nagpur,Maharashtra,Hotel
L0279,South Industrial Estate 279,26.8548,80.8887,"900, Station Road, Lucknow",Lucknow,Uttar Pradesh,Warehouse
L0280,East Office Centre 280,10.8832,76.8671,"917, Station Road, Coimbatore",Coimbatore,Tamil Nadu,Warehouse
L0281,South Business Park 281,28.6409,76.9885,"69, MG Road, Delhi",Delhi,Delhi,Parking Area
L0282,Central Business Park 282,12.8604,77.6044,"952, Park Street, Bengaluru",Bengaluru,Karnataka,Warehouse
L0283,East Transit Hub 283,28.5595,77.1185,"661, Park Street, Gurugram",Gurugram,Haryana,Office
L0284,South Transit Hub 284,18.5013,73.8446,"144, Lake View Road, Pune",Pune,Maharashtra,Office
L0285,West Office Centre 285,9.91,76.2386,"708, Airport Road, Kochi",Kochi,Kerala,Hotel
L0286,North Office Centre 286,22.9071,72.4277,"158, Station Road, Ahmedabad",Ahmedabad,Gujarat,Commercial Area
L0287,North Office Centre 287,11.0048,77.0127,"873, Ring Road, Coimbatore",Coimbatore,Tamil Nadu,Commercial Area
L0288,North Market Complex 288,23.3632,77.3356,"204, Nehru Nagar, Bhopal",Bhopal,Madhya Pradesh,Road
L0289,North Transit Hub 289,28.4091,77.5022,"208, Nehru Nagar, Noida",Noida,Uttar Pradesh,Restaurant
L0290,East Industrial Estate 290,13.0326,80.1711,"464, Station Road, Chennai",Chennai,Tamil Nadu,Transport Hub
L0291,East Industrial Estate 291,28.5385,77.5128,"597, Station Road, Noida",Noida,Uttar Pradesh,Commercial Area
L0292,North Office Centre 292,19.1392,72.872,"942, Ring Road, Thane",Thane,Maharashtra,Warehouse
L0293,Central Office Centre 293,10.9127,77.0335,"422, Nehru Nagar, Coimbatore",Coimbatore,Tamil Nadu,Office
L0294,South Market Complex 294,26.8359,80.9653,"538, MG Road, Lucknow",Lucknow,Uttar Pradesh,Road
L0295,West Business Park 295,9.9741,76.4133,"532, Station Road, Kochi",Kochi,Kerala,Commercial Area
L0296,Central Market Complex 296,19.2002,72.9688,"962, Shivaji Nagar, Thane",Thane,Maharashtra,Hotel
L0297,West Business Park 297,28.7315,77.0581,"586, MG Road, Delhi",Delhi,Delhi,Office
L0298,South Industrial Estate 298,22.5582,88.231,"735, Ring Road, Kolkata",Kolkata,West Bengal,Storage Facility
L0299,South Business Park 299,20.0409,73.933,"174, Shivaji Nagar, Nashik",Nashik,Maharashtra,Office
L0300,East Office Centre 300,11.0189,76.9446,"898, College Road, Coimbatore",Coimbatore,Tamil Nadu,Transport Hub
L0301,West Office Centre 301,22.6953,88.3854,"201, Station Road, Kolkata",Kolkata,West Bengal,Warehouse
L0302,North Business Park 302,11.0095,76.8511,"102, Lake View Road, Coimbatore",Coimbatore,Tamil Nadu,Residence
L0303,East Industrial Estate 303,21.2391,79.1894,"933, Station Road, Nagpur",Nagpur,Maharashtra,Restaurant
L0304,Central Industrial Estate 304,28.5793,77.2527,"516, Nehru Nagar, Noida",Noida,Uttar Pradesh,Restaurant
L0305,East Market Complex 305,22.5798,88.3968,"543, Station Road, Kolkata",Kolkata,West Bengal,Commercial Area
L0306,South Business Park 306,22.9887,72.6537,"869, College Road, Ahmedabad",Ahmedabad,Gujarat,Hotel
L0307,East Market Complex 307,18.6072,73.9009,"597, Park Street, Pune",Pune,Maharashtra,Office
L0308,Central Office Centre 308,21.1632,79.0542,"123, College Road, Nagpur",Nagpur,Maharashtra,Bank
L0309,North Office Centre 309,19.1683,73.0029,"844, Nehru Nagar, Thane",Thane,Maharashtra,Meeting Point
L0310,North Industrial Estate 310,23.1628,72.6309,"446, Nehru Nagar, Ahmedabad",Ahmedabad,Gujarat,Industrial Area
L0311,North Office Centre 311,11.0795,76.8312,"673, Park Street, Coimbatore",Coimbatore,Tamil Nadu,Transport Hub
L0312,Central Industrial Estate 312,21.2642,72.8821,"900, MG Road, Surat",Surat,Gujarat,Storage Facility
L0313,Central Market Complex 313,20.0413,73.7668,"173, MG Road, Nashik",Nashik,Maharashtra,Commercial Area
L0314,South Business Park 314,26.8551,75.9227,"461, College Road, Jaipur",Jaipur,Rajasthan,Commercial Area
L0315,North Business Park 315,17.303,78.378,"95, Lake View Road, Hyderabad",Hyderabad,Telangana,Office
L0316,North Office Centre 316,21.1481,79.1001,"989, Ring Road, Nagpur",Nagpur,Maharashtra,Restaurant
L0317,West Transit Hub 317,18.569,73.9696,"918, Lake View Road, Pune",Pune,Maharashtra,Road
L0318,South Business Park 318,10.9798,76.8545,"251, Nehru Nagar, Coimbatore",Coimbatore,Tamil Nadu,Storage Facility
L0319,West Business Park 319,13.038,77.4577,"178, Airport Road, Bengaluru",Bengaluru,Karnataka,Commercial Area
L0320,North Office Centre 320,22.6058,88.4396,"608, Station Road, Kolkata",Kolkata,West Bengal,Crime Scene
L0321,North Business Park 321,13.0929,80.2135,"51, Airport Road, Chennai",Chennai,Tamil Nadu,Crime Scene
L0322,North Business Park 322,17.3454,78.6208,"791, College Road, Hyderabad",Hyderabad,Telangana,Parking Area
L0323,North Transit Hub 323,23.1059,72.5723,"179, MG Road, Ahmedabad",Ahmedabad,Gujarat,Industrial Area
L0324,East Transit Hub 324,17.4754,78.3782,"922, Ring Road, Hyderabad",Hyderabad,Telangana,Bank
L0325,West Market Complex 325,26.9589,80.9626,"987, Airport Road, Lucknow",Lucknow,Uttar Pradesh,Office
L0326,North Business Park 326,21.0813,79.1671,"38, Nehru Nagar, Nagpur",Nagpur,Maharashtra,Bank
L0327,Central Office Centre 327,28.4297,77.3722,"902, Shivaji Nagar, Noida",Noida,Uttar Pradesh,Cyber Activity Location
L0328,East Business Park 328,22.688,88.493,"245, Airport Road, Kolkata",Kolkata,West Bengal,Industrial Area
L0329,South Office Centre 329,22.7202,75.7784,"93, Airport Road, Indore",Indore,Madhya Pradesh,Office
L0330,South Business Park 330,12.9412,80.3999,"418, Shivaji Nagar, Chennai",Chennai,Tamil Nadu,Storage Facility
L0331,North Business Park 331,19.1096,72.9142,"939, Airport Road, Thane",Thane,Maharashtra,Storage Facility
L0332,North Business Park 332,19.296,72.9688,"27, Airport Road, Thane",Thane,Maharashtra,Road
L0333,West Transit Hub 333,19.8532,73.7045,"796, Lake View Road, Nashik",Nashik,Maharashtra,Meeting Point
L0334,Central Transit Hub 334,11.0251,76.8392,"818, Ring Road, Coimbatore",Coimbatore,Tamil Nadu,Bank
L0335,North Business Park 335,22.9091,72.4929,"898, Lake View Road, Ahmedabad",Ahmedabad,Gujarat,Hotel
L0336,East Business Park 336,22.4414,88.4649,"285, Station Road, Kolkata",Kolkata,West Bengal,Parking Area
L0337,Central Industrial Estate 337,28.3144,77.0312,"935, College Road, Gurugram",Gurugram,Haryana,Warehouse
L0338,West Business Park 338,23.0013,72.6058,"628, Park Street, Ahmedabad",Ahmedabad,Gujarat,Warehouse
L0339,East Transit Hub 339,23.1661,77.4631,"437, Shivaji Nagar, Bhopal",Bhopal,Madhya Pradesh,Transport Hub
L0340,East Transit Hub 340,20.1335,73.803,"431, MG Road, Nashik",Nashik,Maharashtra,Crime Scene
L0341,Central Transit Hub 341,28.3156,77.1386,"360, Park Street, Gurugram",Gurugram,Haryana,Residence
L0342,North Market Complex 342,26.8385,75.6422,"482, Nehru Nagar, Jaipur",Jaipur,Rajasthan,Crime Scene
L0343,West Market Complex 343,26.8347,75.8344,"353, Nehru Nagar, Jaipur",Jaipur,Rajasthan,Office
L0344,East Office Centre 344,21.0602,72.7868,"543, Lake View Road, Surat",Surat,Gujarat,Commercial Area
L0345,South Market Complex 345,22.7168,88.3575,"576, Shivaji Nagar, Kolkata",Kolkata,West Bengal,Meeting Point
L0346,Central Industrial Estate 346,20.0623,73.9229,"933, MG Road, Nashik",Nashik,Maharashtra,Residence
L0347,Central Industrial Estate 347,17.2481,78.3965,"984, Nehru Nagar, Hyderabad",Hyderabad,Telangana,Residence
L0348,North Market Complex 348,23.0271,72.7181,"214, MG Road, Ahmedabad",Ahmedabad,Gujarat,Transport Hub
L0349,Central Industrial Estate 349,28.5651,77.1466,"948, Market Road, Delhi",Delhi,Delhi,Bank
L0350,West Market Complex 350,18.6301,73.8063,"989, Shivaji Nagar, Pune",Pune,Maharashtra,Office
L0351,East Transit Hub 351,23.3767,77.4856,"202, Station Road, Bhopal",Bhopal,Madhya Pradesh,Cyber Activity Location
L0352,South Business Park 352,21.3123,72.83,"886, Shivaji Nagar, Surat",Surat,Gujarat,Parking Area
L0353,Central Industrial Estate 353,28.4655,77.2658,"701, Nehru Nagar, Noida",Noida,Uttar Pradesh,Industrial Area
L0354,Central Office Centre 354,23.2906,77.5093,"982, Shivaji Nagar, Bhopal",Bhopal,Madhya Pradesh,Transport Hub
L0355,West Business Park 355,21.051,72.7795,"426, Market Road, Surat",Surat,Gujarat,Bank
L0356,South Market Complex 356,22.6034,88.3417,"18, College Road, Kolkata",Kolkata,West Bengal,Restaurant
L0357,Central Transit Hub 357,26.8965,75.8553,"423, Ring Road, Jaipur",Jaipur,Rajasthan,Cyber Activity Location
L0358,South Office Centre 358,11.1662,76.8882,"612, Park Street, Coimbatore",Coimbatore,Tamil Nadu,Crime Scene
L0359,North Business Park 359,20.0489,73.7617,"831, Lake View Road, Nashik",Nashik,Maharashtra,Transport Hub
L0360,East Industrial Estate 360,18.9688,72.91,"652, Shivaji Nagar, Mumbai",Mumbai,Maharashtra,Crime Scene
L0361,Central Transit Hub 361,18.4083,73.7775,"616, Lake View Road, Pune",Pune,Maharashtra,Hotel
L0362,North Industrial Estate 362,26.8773,75.8075,"567, MG Road, Jaipur",Jaipur,Rajasthan,Road
L0363,Central Market Complex 363,22.7072,88.3255,"528, Market Road, Kolkata",Kolkata,West Bengal,Crime Scene
L0364,West Office Centre 364,9.8225,76.2274,"784, Shivaji Nagar, Kochi",Kochi,Kerala,Commercial Area
L0365,East Transit Hub 365,13.2209,80.1285,"353, Airport Road, Chennai",Chennai,Tamil Nadu,Meeting Point
L0366,Central Business Park 366,28.5016,77.4095,"267, Lake View Road, Noida",Noida,Uttar Pradesh,Bank
L0367,South Industrial Estate 367,22.487,88.3975,"545, Station Road, Kolkata",Kolkata,West Bengal,Restaurant
L0368,North Business Park 368,17.2718,78.5925,"705, Ring Road, Hyderabad",Hyderabad,Telangana,Parking Area
L0369,North Office Centre 369,22.7218,88.4571,"907, Nehru Nagar, Kolkata",Kolkata,West Bengal,Storage Facility
L0370,West Transit Hub 370,26.9753,75.8023,"48, College Road, Jaipur",Jaipur,Rajasthan,Bank
L0371,Central Industrial Estate 371,13.0351,77.7228,"96, Ring Road, Bengaluru",Bengaluru,Karnataka,Hotel
L0372,West Market Complex 372,26.915,75.6737,"239, Ring Road, Jaipur",Jaipur,Rajasthan,Warehouse
L0373,Central Transit Hub 373,13.1698,80.1286,"221, Park Street, Chennai",Chennai,Tamil Nadu,Transport Hub
L0374,South Transit Hub 374,26.9026,75.9322,"165, MG Road, Jaipur",Jaipur,Rajasthan,Meeting Point
L0375,Central Office Centre 375,19.8672,73.7592,"823, College Road, Nashik",Nashik,Maharashtra,Restaurant
L0376,South Office Centre 376,28.5087,77.3638,"924, Airport Road, Noida",Noida,Uttar Pradesh,Road
L0377,West Office Centre 377,19.36,73.0208,"722, Shivaji Nagar, Thane",Thane,Maharashtra,Parking Area
L0378,Central Industrial Estate 378,28.4889,77.5044,"529, Market Road, Noida",Noida,Uttar Pradesh,Crime Scene
L0379,Central Office Centre 379,9.8358,76.4072,"111, College Road, Kochi",Kochi,Kerala,Industrial Area
L0380,South Industrial Estate 380,18.6198,73.8621,"279, Ring Road, Pune",Pune,Maharashtra,Bank
L0381,Central Transit Hub 381,12.9184,77.6574,"173, Market Road, Bengaluru",Bengaluru,Karnataka,Commercial Area
L0382,Central Industrial Estate 382,23.1263,72.4966,"970, Ring Road, Ahmedabad",Ahmedabad,Gujarat,Hotel
L0383,North Business Park 383,28.5917,77.0433,"833, Station Road, Delhi",Delhi,Delhi,Transport Hub
L0384,Central Transit Hub 384,28.5778,77.4185,"957, Airport Road, Noida",Noida,Uttar Pradesh,Road
L0385,South Business Park 385,13.0192,77.6608,"230, MG Road, Bengaluru",Bengaluru,Karnataka,Road
L0386,West Industrial Estate 386,9.7936,76.3764,"285, Shivaji Nagar, Kochi",Kochi,Kerala,Office
L0387,West Industrial Estate 387,9.8606,76.1805,"449, Station Road, Kochi",Kochi,Kerala,Road
L0388,West Industrial Estate 388,11.0585,76.9552,"272, Ring Road, Coimbatore",Coimbatore,Tamil Nadu,Hotel
L0389,Central Business Park 389,23.0651,72.512,"253, Nehru Nagar, Ahmedabad",Ahmedabad,Gujarat,Warehouse
L0390,West Business Park 390,23.0086,72.628,"993, Market Road, Ahmedabad",Ahmedabad,Gujarat,Meeting Point
L0391,West Transit Hub 391,23.2552,77.3238,"199, Station Road, Bhopal",Bhopal,Madhya Pradesh,Road
L0392,South Industrial Estate 392,21.2786,72.7769,"848, Nehru Nagar, Surat",Surat,Gujarat,Storage Facility
L0393,North Business Park 393,22.6088,75.8189,"305, MG Road, Indore",Indore,Madhya Pradesh,Transport Hub
L0394,Central Transit Hub 394,21.0927,72.7179,"77, Park Street, Surat",Surat,Gujarat,Parking Area
L0395,Central Office Centre 395,19.0973,72.9152,"342, Shivaji Nagar, Thane",Thane,Maharashtra,Industrial Area
L0396,South Business Park 396,23.1844,77.5222,"727, MG Road, Bhopal",Bhopal,Madhya Pradesh,Meeting Point
L0397,North Business Park 397,9.9975,76.1743,"820, MG Road, Kochi",Kochi,Kerala,Meeting Point
L0398,North Office Centre 398,28.5255,77.5047,"484, Nehru Nagar, Noida",Noida,Uttar Pradesh,Parking Area
L0399,North Market Complex 399,20.1311,73.7914,"134, Shivaji Nagar, Nashik",Nashik,Maharashtra,Warehouse
L0400,North Industrial Estate 400,9.8871,76.1325,"492, Station Road, Kochi",Kochi,Kerala,Parking Area
L0401,North Market Complex 401,26.7824,80.7987,"328, College Road, Lucknow",Lucknow,Uttar Pradesh,Office
L0402,West Transit Hub 402,19.333,73.0464,"267, Market Road, Thane",Thane,Maharashtra,Crime Scene
L0403,East Market Complex 403,26.776,75.6526,"328, Nehru Nagar, Jaipur",Jaipur,Rajasthan,Transport Hub
L0404,North Office Centre 404,26.9284,75.6594,"422, College Road, Jaipur",Jaipur,Rajasthan,Transport Hub
L0405,North Transit Hub 405,28.3934,77.1733,"365, Ring Road, Gurugram",Gurugram,Haryana,Hotel
L0406,South Office Centre 406,21.0344,78.9672,"690, Station Road, Nagpur",Nagpur,Maharashtra,Commercial Area
L0407,South Transit Hub 407,28.5912,77.1031,"899, Airport Road, Gurugram",Gurugram,Haryana,Warehouse
L0408,West Transit Hub 408,28.5059,77.2531,"235, Lake View Road, Noida",Noida,Uttar Pradesh,Residence
L0409,East Office Centre 409,21.2614,72.8369,"918, College Road, Surat",Surat,Gujarat,Meeting Point
L0410,East Market Complex 410,28.4274,77.5204,"6, Lake View Road, Noida",Noida,Uttar Pradesh,Commercial Area
L0411,Central Office Centre 411,22.8668,75.9295,"742, College Road, Indore",Indore,Madhya Pradesh,Bank
L0412,West Transit Hub 412,21.1724,72.834,"63, Nehru Nagar, Surat",Surat,Gujarat,Parking Area
L0413,North Transit Hub 413,23.015,72.4264,"837, MG Road, Ahmedabad",Ahmedabad,Gujarat,Commercial Area
L0414,South Office Centre 414,23.285,77.5016,"561, Park Street, Bhopal",Bhopal,Madhya Pradesh,Restaurant
L0415,East Business Park 415,11.0092,77.0959,"987, Lake View Road, Coimbatore",Coimbatore,Tamil Nadu,Crime Scene
L0416,North Business Park 416,9.8495,76.1327,"693, Station Road, Kochi",Kochi,Kerala,Parking Area
L0417,North Market Complex 417,28.5742,77.4269,"95, College Road, Noida",Noida,Uttar Pradesh,Storage Facility
L0418,North Business Park 418,19.3148,72.9008,"218, Ring Road, Thane",Thane,Maharashtra,Road
L0419,East Market Complex 419,17.2407,78.4308,"322, Ring Road, Hyderabad",Hyderabad,Telangana,Meeting Point
L0420,North Office Centre 420,17.3581,78.5692,"752, MG Road, Hyderabad",Hyderabad,Telangana,Cyber Activity Location
L0421,North Transit Hub 421,18.5821,73.8623,"522, Shivaji Nagar, Pune",Pune,Maharashtra,Transport Hub
L0422,South Business Park 422,26.8543,80.8903,"329, Shivaji Nagar, Lucknow",Lucknow,Uttar Pradesh,Meeting Point
L0423,South Office Centre 423,28.4122,76.9829,"875, Airport Road, Gurugram",Gurugram,Haryana,Crime Scene
L0424,North Industrial Estate 424,11.0121,77.093,"319, Shivaji Nagar, Coimbatore",Coimbatore,Tamil Nadu,Bank
L0425,East Industrial Estate 425,22.94,72.7133,"93, MG Road, Ahmedabad",Ahmedabad,Gujarat,Bank
L0426,North Market Complex 426,17.4421,78.4834,"881, MG Road, Hyderabad",Hyderabad,Telangana,Parking Area
L0427,North Transit Hub 427,28.5896,77.1152,"283, MG Road, Gurugram",Gurugram,Haryana,Bank
L0428,West Industrial Estate 428,21.1678,79.1012,"963, Lake View Road, Nagpur",Nagpur,Maharashtra,Cyber Activity Location
L0429,Central Business Park 429,27.0488,75.8787,"53, Shivaji Nagar, Jaipur",Jaipur,Rajasthan,Bank
L0430,West Business Park 430,23.1591,72.4451,"232, Park Street, Ahmedabad",Ahmedabad,Gujarat,Cyber Activity Location
L0431,West Industrial Estate 431,28.7783,77.0167,"932, MG Road, Delhi",Delhi,Delhi,Storage Facility
L0432,Central Market Complex 432,28.834,77.1614,"981, Nehru Nagar, Delhi",Delhi,Delhi,Meeting Point
L0433,North Industrial Estate 433,11.0891,76.8776,"890, Park Street, Coimbatore",Coimbatore,Tamil Nadu,Residence
L0434,South Transit Hub 434,13.1241,80.1364,"73, College Road, Chennai",Chennai,Tamil Nadu,Industrial Area
L0435,North Industrial Estate 435,26.7269,81.0274,"671, Market Road, Lucknow",Lucknow,Uttar Pradesh,Residence
L0436,West Industrial Estate 436,12.9437,77.7251,"615, Park Street, Bengaluru",Bengaluru,Karnataka,Cyber Activity Location
L0437,West Industrial Estate 437,26.8919,81.023,"969, Lake View Road, Lucknow",Lucknow,Uttar Pradesh,Bank
L0438,East Market Complex 438,23.0663,72.6938,"283, Shivaji Nagar, Ahmedabad",Ahmedabad,Gujarat,Office
L0439,West Transit Hub 439,13.0932,80.3376,"452, Airport Road, Chennai",Chennai,Tamil Nadu,Cyber Activity Location
L0440,West Office Centre 440,12.947,77.6959,"494, Airport Road, Bengaluru",Bengaluru,Karnataka,Cyber Activity Location
L0441,South Market Complex 441,22.806,75.7636,"594, Airport Road, Indore",Indore,Madhya Pradesh,Restaurant
L0442,East Transit Hub 442,18.3732,73.8771,"817, Airport Road, Pune",Pune,Maharashtra,Office
L0443,Central Industrial Estate 443,23.0088,72.6138,"8, College Road, Ahmedabad",Ahmedabad,Gujarat,Transport Hub
L0444,Central Business Park 444,19.3236,72.9685,"231, Nehru Nagar, Thane",Thane,Maharashtra,Warehouse
L0445,North Office Centre 445,21.0689,72.8188,"626, Market Road, Surat",Surat,Gujarat,Bank
L0446,Central Market Complex 446,19.147,72.9649,"440, Station Road, Mumbai",Mumbai,Maharashtra,Road
L0447,South Transit Hub 447,13.0049,77.6362,"133, Ring Road, Bengaluru",Bengaluru,Karnataka,Industrial Area
L0448,West Business Park 448,28.4839,77.3612,"731, Shivaji Nagar, Noida",Noida,Uttar Pradesh,Office
L0449,Central Industrial Estate 449,19.2115,73.1088,"807, Park Street, Thane",Thane,Maharashtra,Residence
L0450,West Business Park 450,22.6403,75.9338,"251, Market Road, Indore",Indore,Madhya Pradesh,Commercial Area
L0451,Central Transit Hub 451,9.9981,76.1207,"226, Ring Road, Kochi",Kochi,Kerala,Hotel
L0452,South Office Centre 452,12.9513,80.1562,"474, Market Road, Chennai",Chennai,Tamil Nadu,Bank
L0453,Central Office Centre 453,22.7754,75.9846,"472, Lake View Road, Indore",Indore,Madhya Pradesh,Cyber Activity Location
L0454,East Industrial Estate 454,21.1874,79.2204,"911, Lake View Road, Nagpur",Nagpur,Maharashtra,Commercial Area
L0455,East Business Park 455,12.9984,80.1608,"603, Lake View Road, Chennai",Chennai,Tamil Nadu,Meeting Point
L0456,South Industrial Estate 456,10.9789,77.0164,"8, College Road, Coimbatore",Coimbatore,Tamil Nadu,Cyber Activity Location
L0457,South Business Park 457,28.5501,77.1243,"277, Airport Road, Gurugram",Gurugram,Haryana,Crime Scene
L0458,North Market Complex 458,11.1287,76.8304,"787, Ring Road, Coimbatore",Coimbatore,Tamil Nadu,Parking Area
L0459,North Market Complex 459,26.7858,75.8066,"348, Ring Road, Jaipur",Jaipur,Rajasthan,Residence
L0460,Central Market Complex 460,28.4461,77.402,"389, Park Street, Noida",Noida,Uttar Pradesh,Meeting Point
L0461,South Market Complex 461,28.5181,77.4451,"978, Airport Road, Noida",Noida,Uttar Pradesh,Restaurant
L0462,Central Industrial Estate 462,26.724,80.9493,"150, College Road, Lucknow",Lucknow,Uttar Pradesh,Crime Scene
L0463,East Market Complex 463,22.4622,88.3385,"763, Shivaji Nagar, Kolkata",Kolkata,West Bengal,Road
L0464,South Market Complex 464,28.4482,77.1187,"727, College Road, Gurugram",Gurugram,Haryana,Restaurant
L0465,West Market Complex 465,22.6459,75.7086,"880, Lake View Road, Indore",Indore,Madhya Pradesh,Warehouse
L0466,South Transit Hub 466,19.8611,73.7432,"281, Ring Road, Nashik",Nashik,Maharashtra,Office
L0467,Central Office Centre 467,18.6508,73.7274,"625, Market Road, Pune",Pune,Maharashtra,Cyber Activity Location
L0468,West Industrial Estate 468,18.4565,73.7607,"422, Park Street, Pune",Pune,Maharashtra,Meeting Point
L0469,East Business Park 469,27.0603,75.752,"417, Airport Road, Jaipur",Jaipur,Rajasthan,Storage Facility
L0470,North Office Centre 470,22.5937,75.9969,"110, Nehru Nagar, Indore",Indore,Madhya Pradesh,Storage Facility
L0471,Central Business Park 471,19.2644,72.9324,"596, Lake View Road, Thane",Thane,Maharashtra,Meeting Point
L0472,East Business Park 472,22.7283,75.9261,"287, Nehru Nagar, Indore",Indore,Madhya Pradesh,Warehouse
L0473,South Industrial Estate 473,19.2195,72.8666,"776, College Road, Mumbai",Mumbai,Maharashtra,Restaurant
L0474,East Transit Hub 474,23.2695,77.5096,"635, MG Road, Bhopal",Bhopal,Madhya Pradesh,Warehouse
L0475,West Market Complex 475,26.8089,75.6938,"425, Ring Road, Jaipur",Jaipur,Rajasthan,Cyber Activity Location
L0476,West Office Centre 476,18.6132,73.8325,"720, Ring Road, Pune",Pune,Maharashtra,Crime Scene
L0477,South Business Park 477,12.9945,80.151,"709, College Road, Chennai",Chennai,Tamil Nadu,Residence
L0478,East Transit Hub 478,11.0684,77.0675,"362, Nehru Nagar, Coimbatore",Coimbatore,Tamil Nadu,Warehouse
L0479,South Industrial Estate 479,22.7013,75.8696,"639, Ring Road, Indore",Indore,Madhya Pradesh,Crime Scene
L0480,North Business Park 480,19.2195,72.9149,"106, Lake View Road, Thane",Thane,Maharashtra,Storage Facility
L0481,South Market Complex 481,21.1934,72.9129,"293, Nehru Nagar, Surat",Surat,Gujarat,Storage Facility
L0482,South Transit Hub 482,13.0232,80.1637,"198, Station Road, Chennai",Chennai,Tamil Nadu,Hotel
L0483,East Transit Hub 483,13.0568,80.2032,"136, Ring Road, Chennai",Chennai,Tamil Nadu,Transport Hub
L0484,Central Transit Hub 484,13.0094,77.5728,"747, Lake View Road, Bengaluru",Bengaluru,Karnataka,Parking Area
L0485,South Industrial Estate 485,27.0449,75.8387,"566, MG Road, Jaipur",Jaipur,Rajasthan,Crime Scene
L0486,South Transit Hub 486,21.2291,72.8036,"224, College Road, Surat",Surat,Gujarat,Bank
L0487,South Industrial Estate 487,13.0479,77.5867,"246, Market Road, Bengaluru",Bengaluru,Karnataka,Storage Facility
L0488,West Office Centre 488,23.1298,72.4647,"190, Market Road, Ahmedabad",Ahmedabad,Gujarat,Parking Area
L0489,South Transit Hub 489,28.4333,77.0016,"56, MG Road, Gurugram",Gurugram,Haryana,Transport Hub
