truth_id,source_entity,relationship,target_entity,is_true,synthetic_flag
TRUTH-001211,PERSON-000146,SUSPECT_IN,CASE-000151,true,true
TRUTH-001212,PERSON-000351,SUSPECT_IN,CASE-000151,true,true
TRUTH-001213,PERSON-000488,SUSPECT_IN,CASE-000151,true,true
TRUTH-001214,PERSON-002750,OBSERVED_IN,CASE-000151,true,true
TRUTH-001215,PERSON-001558,OBSERVED_IN,CASE-000151,true,true
TRUTH-001216,PERSON-000584,SUSPECT_IN,CASE-000152,true,true
TRUTH-001217,PERSON-002715,SUSPECT_IN,CASE-000152,true,true
TRUTH-001218,PERSON-000697,SUSPECT_IN,CASE-000152,true,true
TRUTH-001219,PERSON-002675,SUSPECT_IN,CASE-000152,true,true
TRUTH-001220,PERSON-001315,SUSPECT_IN,CASE-000152,true,true
TRUTH-001221,PERSON-002954,SUSPECT_IN,CASE-000152,true,true
TRUTH-001222,PERSON-001664,OBSERVED_IN,CASE-000152,true,true
TRUTH-001223,PERSON-002998,OBSERVED_IN,CASE-000152,true,true
TRUTH-001224,PERSON-002835,OBSERVED_IN,CASE-000152,true,true
TRUTH-001225,PERSON-000948,OBSERVED_IN,CASE-000152,true,true
TRUTH-001226,PERSON-002757,OBSERVED_IN,CASE-000152,true,true
TRUTH-001227,PERSON-000904,OBSERVED_IN,CASE-000152,true,true
TRUTH-001228,PERSON-002368,SUSPECT_IN,CASE-000153,true,true
TRUTH-001229,PERSON-002454,SUSPECT_IN,CASE-000153,true,true
TRUTH-001230,PERSON-000232,OBSERVED_IN,CASE-000153,true,true
TRUTH-001231,PERSON-002839,OBSERVED_IN,CASE-000153,true,true
TRUTH-001232,PERSON-000540,OBSERVED_IN,CASE-000153,true,true
TRUTH-001233,PERSON-001589,SUSPECT_IN,CASE-000154,true,true
TRUTH-001234,PERSON-001670,SUSPECT_IN,CASE-000154,true,true
TRUTH-001235,PERSON-001041,SUSPECT_IN,CASE-000154,true,true
TRUTH-001236,PERSON-002750,SUSPECT_IN,CASE-000154,true,true
TRUTH-001237,PERSON-001667,SUSPECT_IN,CASE-000154,true,true
TRUTH-001238,PERSON-000351,SUSPECT_IN,CASE-000154,true,true
TRUTH-001239,PERSON-000146,OBSERVED_IN,CASE-000154,true,true
TRUTH-001240,PERSON-001210,OBSERVED_IN,CASE-000154,true,true
TRUTH-001241,PERSON-001558,OBSERVED_IN,CASE-000154,true,true
TRUTH-001242,PERSON-002223,SUSPECT_IN,CASE-000155,true,true
TRUTH-001243,PERSON-000047,SUSPECT_IN,CASE-000155,true,true
TRUTH-001244,PERSON-000217,SUSPECT_IN,CASE-000155,true,true
TRUTH-001245,PERSON-002205,SUSPECT_IN,CASE-000155,true,true
TRUTH-001246,PERSON-000146,OBSERVED_IN,CASE-000155,true,true
TRUTH-001247,PERSON-002938,OBSERVED_IN,CASE-000155,true,true
TRUTH-001248,PERSON-000279,OBSERVED_IN,CASE-000155,true,true
TRUTH-001249,PERSON-000556,OBSERVED_IN,CASE-000155,true,true
TRUTH-001250,PERSON-002660,SUSPECT_IN,CASE-000156,true,true
TRUTH-001251,PERSON-000860,SUSPECT_IN,CASE-000156,true,true
TRUTH-001252,PERSON-001337,SUSPECT_IN,CASE-000156,true,true
TRUTH-001253,PERSON-001542,SUSPECT_IN,CASE-000156,true,true
TRUTH-001254,PERSON-000405,OBSERVED_IN,CASE-000156,true,true
TRUTH-001255,PERSON-000769,OBSERVED_IN,CASE-000156,true,true
TRUTH-001256,PERSON-001507,OBSERVED_IN,CASE-000156,true,true
TRUTH-001257,PERSON-001135,OBSERVED_IN,CASE-000156,true,true
TRUTH-001258,PERSON-001589,SUSPECT_IN,CASE-000157,true,true
TRUTH-001259,PERSON-001259,SUSPECT_IN,CASE-000157,true,true
TRUTH-001260,PERSON-000063,SUSPECT_IN,CASE-000157,true,true
TRUTH-001261,PERSON-001861,SUSPECT_IN,CASE-000157,true,true
TRUTH-001262,PERSON-002574,SUSPECT_IN,CASE-000157,true,true
TRUTH-001263,PERSON-002060,SUSPECT_IN,CASE-000157,true,true
TRUTH-001264,PERSON-000863,OBSERVED_IN,CASE-000157,true,true
TRUTH-001265,PERSON-002757,OBSERVED_IN,CASE-000157,true,true
TRUTH-001266,PERSON-002999,SUSPECT_IN,CASE-000158,true,true
TRUTH-001267,PERSON-000621,SUSPECT_IN,CASE-000158,true,true
TRUTH-001268,PERSON-001992,SUSPECT_IN,CASE-000158,true,true
TRUTH-001269,PERSON-000538,SUSPECT_IN,CASE-000158,true,true
TRUTH-001270,PERSON-002020,SUSPECT_IN,CASE-000158,true,true
TRUTH-001271,PERSON-002745,SUSPECT_IN,CASE-000158,true,true
TRUTH-001272,PERSON-001965,OBSERVED_IN,CASE-000158,true,true
TRUTH-001273,PERSON-001558,SUSPECT_IN,CASE-000159,true,true
TRUTH-001274,PERSON-002750,SUSPECT_IN,CASE-000159,true,true
TRUTH-001275,PERSON-001670,SUSPECT_IN,CASE-000159,true,true
TRUTH-001276,PERSON-001589,SUSPECT_IN,CASE-000159,true,true
TRUTH-001277,PERSON-000146,SUSPECT_IN,CASE-000159,true,true
TRUTH-001278,PERSON-001210,OBSERVED_IN,CASE-000159,true,true
TRUTH-001279,PERSON-001041,OBSERVED_IN,CASE-000159,true,true
TRUTH-001280,PERSON-000351,OBSERVED_IN,CASE-000159,true,true
TRUTH-001281,PERSON-000488,SUSPECT_IN,CASE-000160,true,true
TRUTH-001282,PERSON-002873,SUSPECT_IN,CASE-000160,true,true
TRUTH-001283,PERSON-001992,SUSPECT_IN,CASE-000160,true,true
TRUTH-001284,PERSON-002517,OBSERVED_IN,CASE-000160,true,true
TRUTH-001285,PERSON-001544,OBSERVED_IN,CASE-000160,true,true
TRUTH-001286,PERSON-000120,OBSERVED_IN,CASE-000160,true,true
TRUTH-001287,PERSON-001965,OBSERVED_IN,CASE-000160,true,true
TRUTH-001288,PERSON-000863,OBSERVED_IN,CASE-000160,true,true
TRUTH-001289,PERSON-001543,OBSERVED_IN,CASE-000160,true,true
TRUTH-001290,PERSON-000621,OBSERVED_IN,CASE-000160,true,true
TRUTH-001291,PERSON-002737,SUSPECT_IN,CASE-000161,true,true
TRUTH-001292,PERSON-000682,SUSPECT_IN,CASE-000161,true,true
TRUTH-001293,PERSON-000473,SUSPECT_IN,CASE-000161,true,true
TRUTH-001294,PERSON-000042,SUSPECT_IN,CASE-000161,true,true
TRUTH-001295,PERSON-000165,SUSPECT_IN,CASE-000161,true,true
TRUTH-001296,PERSON-000909,SUSPECT_IN,CASE-000161,true,true
TRUTH-001297,PERSON-000275,OBSERVED_IN,CASE-000161,true,true
TRUTH-001298,PERSON-000245,SUSPECT_IN,CASE-000162,true,true
TRUTH-001299,PERSON-000943,SUSPECT_IN,CASE-000162,true,true
TRUTH-001300,PERSON-001578,SUSPECT_IN,CASE-000162,true,true
TRUTH-001301,PERSON-002397,SUSPECT_IN,CASE-000162,true,true
TRUTH-001302,PERSON-001747,SUSPECT_IN,CASE-000162,true,true
TRUTH-001303,PERSON-002066,SUSPECT_IN,CASE-000162,true,true
TRUTH-001304,PERSON-000260,OBSERVED_IN,CASE-000162,true,true
TRUTH-001305,PERSON-000825,OBSERVED_IN,CASE-000162,true,true
TRUTH-001306,PERSON-000374,OBSERVED_IN,CASE-000162,true,true
TRUTH-001307,PERSON-000063,SUSPECT_IN,CASE-000163,true,true
TRUTH-001308,PERSON-000850,SUSPECT_IN,CASE-000163,true,true
TRUTH-001309,PERSON-000863,SUSPECT_IN,CASE-000163,true,true
TRUTH-001310,PERSON-002164,SUSPECT_IN,CASE-000163,true,true
TRUTH-001311,PERSON-000081,OBSERVED_IN,CASE-000163,true,true
TRUTH-001312,PERSON-001259,OBSERVED_IN,CASE-000163,true,true
TRUTH-001313,PERSON-001861,OBSERVED_IN,CASE-000163,true,true
TRUTH-001314,PERSON-002574,OBSERVED_IN,CASE-000163,true,true
TRUTH-001315,PERSON-002757,OBSERVED_IN,CASE-000163,true,true
TRUTH-001316,PERSON-000635,SUSPECT_IN,CASE-000164,true,true
TRUTH-001317,PERSON-000832,SUSPECT_IN,CASE-000164,true,true
TRUTH-001318,PERSON-001596,SUSPECT_IN,CASE-000164,true,true
TRUTH-001319,PERSON-002847,SUSPECT_IN,CASE-000164,true,true
TRUTH-001320,PERSON-000886,OBSERVED_IN,CASE-000164,true,true
TRUTH-001321,PERSON-001847,OBSERVED_IN,CASE-000164,true,true
TRUTH-001322,PERSON-001363,OBSERVED_IN,CASE-000164,true,true
TRUTH-001323,PERSON-002982,SUSPECT_IN,CASE-000165,true,true
TRUTH-001324,PERSON-000955,SUSPECT_IN,CASE-000165,true,true
TRUTH-001325,PERSON-001552,SUSPECT_IN,CASE-000165,true,true
TRUTH-001326,PERSON-001214,SUSPECT_IN,CASE-000165,true,true
TRUTH-001327,PERSON-001127,SUSPECT_IN,CASE-000165,true,true
TRUTH-001328,PERSON-002159,OBSERVED_IN,CASE-000165,true,true
TRUTH-001329,PERSON-000022,OBSERVED_IN,CASE-000165,true,true
TRUTH-001330,PERSON-002309,OBSERVED_IN,CASE-000165,true,true
TRUTH-001331,PERSON-000906,OBSERVED_IN,CASE-000165,true,true
TRUTH-001332,PERSON-002758,OBSERVED_IN,CASE-000165,true,true
TRUTH-001333,PERSON-002847,OBSERVED_IN,CASE-000165,true,true
TRUTH-001334,PERSON-000825,SUSPECT_IN,CASE-000166,true,true
TRUTH-001335,PERSON-001029,SUSPECT_IN,CASE-000166,true,true
TRUTH-001336,PERSON-000260,SUSPECT_IN,CASE-000166,true,true
TRUTH-001337,PERSON-000943,SUSPECT_IN,CASE-000166,true,true
TRUTH-001338,PERSON-001847,SUSPECT_IN,CASE-000166,true,true
TRUTH-001339,PERSON-000499,OBSERVED_IN,CASE-000166,true,true
TRUTH-001340,PERSON-002397,OBSERVED_IN,CASE-000166,true,true
TRUTH-001341,PERSON-001747,OBSERVED_IN,CASE-000166,true,true
TRUTH-001342,PERSON-002408,OBSERVED_IN,CASE-000166,true,true
TRUTH-001343,PERSON-001691,OBSERVED_IN,CASE-000166,true,true
TRUTH-001344,PERSON-001259,SUSPECT_IN,CASE-000167,true,true
TRUTH-001345,PERSON-001861,SUSPECT_IN,CASE-000167,true,true
TRUTH-001346,PERSON-000850,SUSPECT_IN,CASE-000167,true,true
TRUTH-001347,PERSON-000081,SUSPECT_IN,CASE-000167,true,true
TRUTH-001348,PERSON-000863,SUSPECT_IN,CASE-000167,true,true
TRUTH-001349,PERSON-000449,SUSPECT_IN,CASE-000167,true,true
TRUTH-001350,PERSON-000063,OBSERVED_IN,CASE-000167,true,true
TRUTH-001351,PERSON-001214,SUSPECT_IN,CASE-000168,true,true
TRUTH-001352,PERSON-000526,SUSPECT_IN,CASE-000168,true,true
TRUTH-001353,PERSON-000223,SUSPECT_IN,CASE-000168,true,true
TRUTH-001354,PERSON-000957,SUSPECT_IN,CASE-000168,true,true
TRUTH-001355,PERSON-001110,OBSERVED_IN,CASE-000168,true,true
TRUTH-001356,PERSON-002309,OBSERVED_IN,CASE-000168,true,true
TRUTH-001357,PERSON-000566,OBSERVED_IN,CASE-000168,true,true
TRUTH-001358,PERSON-000955,OBSERVED_IN,CASE-000168,true,true
TRUTH-001359,PERSON-001360,OBSERVED_IN,CASE-000168,true,true
TRUTH-001360,PERSON-001552,OBSERVED_IN,CASE-000168,true,true
TRUTH-001361,PERSON-001127,SUSPECT_IN,CASE-000169,true,true
TRUTH-001362,PERSON-002982,SUSPECT_IN,CASE-000169,true,true
TRUTH-001363,PERSON-001054,SUSPECT_IN,CASE-000169,true,true
TRUTH-001364,PERSON-000955,SUSPECT_IN,CASE-000169,true,true
TRUTH-001365,PERSON-002309,SUSPECT_IN,CASE-000169,true,true
TRUTH-001366,PERSON-001110,SUSPECT_IN,CASE-000169,true,true
TRUTH-001367,PERSON-001131,OBSERVED_IN,CASE-000169,true,true
TRUTH-001368,PERSON-001552,OBSERVED_IN,CASE-000169,true,true
TRUTH-001369,PERSON-000906,OBSERVED_IN,CASE-000169,true,true
TRUTH-001370,PERSON-000886,SUSPECT_IN,CASE-000170,true,true
TRUTH-001371,PERSON-002847,SUSPECT_IN,CASE-000170,true,true
TRUTH-001372,PERSON-002713,SUSPECT_IN,CASE-000170,true,true
TRUTH-001373,PERSON-001363,SUSPECT_IN,CASE-000170,true,true
TRUTH-001374,PERSON-000062,SUSPECT_IN,CASE-000170,true,true
TRUTH-001375,PERSON-000832,OBSERVED_IN,CASE-000170,true,true
TRUTH-001376,PERSON-002675,OBSERVED_IN,CASE-000170,true,true
TRUTH-001377,PERSON-002438,OBSERVED_IN,CASE-000170,true,true
TRUTH-001378,PERSON-002922,OBSERVED_IN,CASE-000170,true,true
TRUTH-001379,PERSON-000488,SUSPECT_IN,CASE-000171,true,true
TRUTH-001380,PERSON-001205,SUSPECT_IN,CASE-000171,true,true
TRUTH-001381,PERSON-000621,SUSPECT_IN,CASE-000171,true,true
TRUTH-001382,PERSON-001992,OBSERVED_IN,CASE-000171,true,true
TRUTH-001383,PERSON-001898,OBSERVED_IN,CASE-000171,true,true
TRUTH-001384,PERSON-000921,OBSERVED_IN,CASE-000171,true,true
TRUTH-001385,PERSON-002745,OBSERVED_IN,CASE-000171,true,true
TRUTH-001386,PERSON-001578,SUSPECT_IN,CASE-000172,true,true
TRUTH-001387,PERSON-000822,SUSPECT_IN,CASE-000172,true,true
TRUTH-001388,PERSON-002759,SUSPECT_IN,CASE-000172,true,true
TRUTH-001389,PERSON-001071,SUSPECT_IN,CASE-000172,true,true
TRUTH-001390,PERSON-002986,OBSERVED_IN,CASE-000172,true,true
TRUTH-001391,PERSON-002068,OBSERVED_IN,CASE-000172,true,true
TRUTH-001392,PERSON-002759,SUSPECT_IN,CASE-000173,true,true
TRUTH-001393,PERSON-001363,SUSPECT_IN,CASE-000173,true,true
TRUTH-001394,PERSON-001425,OBSERVED_IN,CASE-000173,true,true
TRUTH-001395,PERSON-002068,OBSERVED_IN,CASE-000173,true,true
TRUTH-001396,PERSON-001757,SUSPECT_IN,CASE-000174,true,true
TRUTH-001397,PERSON-001115,SUSPECT_IN,CASE-000174,true,true
TRUTH-001398,PERSON-002060,SUSPECT_IN,CASE-000174,true,true
TRUTH-001399,PERSON-000440,SUSPECT_IN,CASE-000174,true,true
TRUTH-001400,PERSON-000792,SUSPECT_IN,CASE-000174,true,true
TRUTH-001401,PERSON-001610,OBSERVED_IN,CASE-000174,true,true
TRUTH-001402,PERSON-001558,OBSERVED_IN,CASE-000174,true,true
TRUTH-001403,PERSON-002618,OBSERVED_IN,CASE-000174,true,true
TRUTH-001404,PERSON-001774,SUSPECT_IN,CASE-000175,true,true
TRUTH-001405,PERSON-000407,SUSPECT_IN,CASE-000175,true,true
TRUTH-001406,PERSON-000414,SUSPECT_IN,CASE-000175,true,true
TRUTH-001407,PERSON-000597,SUSPECT_IN,CASE-000175,true,true
TRUTH-001408,PERSON-000103,OBSERVED_IN,CASE-000175,true,true
TRUTH-001409,PERSON-001869,OBSERVED_IN,CASE-000175,true,true
TRUTH-001410,PERSON-000366,OBSERVED_IN,CASE-000175,true,true
TRUTH-001411,PERSON-001206,SUSPECT_IN,CASE-000176,true,true
TRUTH-001412,PERSON-001318,SUSPECT_IN,CASE-000176,true,true
TRUTH-001413,PERSON-000175,OBSERVED_IN,CASE-000176,true,true
TRUTH-001414,PERSON-001944,OBSERVED_IN,CASE-000176,true,true
TRUTH-001415,PERSON-000001,OBSERVED_IN,CASE-000176,true,true
TRUTH-001416,PERSON-001617,SUSPECT_IN,CASE-000177,true,true
TRUTH-001417,PERSON-002725,SUSPECT_IN,CASE-000177,true,true
TRUTH-001418,PERSON-000721,OBSERVED_IN,CASE-000177,true,true
TRUTH-001419,PERSON-001540,OBSERVED_IN,CASE-000177,true,true
TRUTH-001420,PERSON-002970,OBSERVED_IN,CASE-000177,true,true
TRUTH-001421,PERSON-002106,SUSPECT_IN,CASE-000178,true,true
TRUTH-001422,PERSON-000862,SUSPECT_IN,CASE-000178,true,true
TRUTH-001423,PERSON-000479,SUSPECT_IN,CASE-000178,true,true
TRUTH-001424,PERSON-000146,SUSPECT_IN,CASE-000178,true,true
TRUTH-001425,PERSON-002739,OBSERVED_IN,CASE-000178,true,true
TRUTH-001426,PERSON-001516,OBSERVED_IN,CASE-000178,true,true
TRUTH-001427,PERSON-002965,OBSERVED_IN,CASE-000178,true,true
TRUTH-001428,PERSON-001387,OBSERVED_IN,CASE-000178,true,true
TRUTH-001429,PERSON-001152,OBSERVED_IN,CASE-000178,true,true
TRUTH-001430,PERSON-002009,OBSERVED_IN,CASE-000178,true,true
TRUTH-001431,PERSON-002574,SUSPECT_IN,CASE-000179,true,true
TRUTH-001432,PERSON-001259,SUSPECT_IN,CASE-000179,true,true
TRUTH-001433,PERSON-000792,SUSPECT_IN,CASE-000179,true,true
TRUTH-001434,PERSON-000850,OBSERVED_IN,CASE-000179,true,true
TRUTH-001435,PERSON-001861,OBSERVED_IN,CASE-000179,true,true
TRUTH-001436,PERSON-000081,OBSERVED_IN,CASE-000179,true,true
TRUTH-001437,PERSON-000863,OBSERVED_IN,CASE-000179,true,true
TRUTH-001438,PERSON-000397,SUSPECT_IN,CASE-000180,true,true
TRUTH-001439,PERSON-002915,SUSPECT_IN,CASE-000180,true,true
TRUTH-001440,PERSON-000074,OBSERVED_IN,CASE-000180,true,true
TRUTH-001441,PERSON-001131,OBSERVED_IN,CASE-000180,true,true
TRUTH-001442,PERSON-002215,OBSERVED_IN,CASE-000180,true,true
TRUTH-001443,PERSON-001890,OBSERVED_IN,CASE-000180,true,true
TRUTH-001444,PERSON-001610,SUSPECT_IN,CASE-000181,true,true
TRUTH-001445,PERSON-001115,SUSPECT_IN,CASE-000181,true,true
TRUTH-001446,PERSON-000440,SUSPECT_IN,CASE-000181,true,true
TRUTH-001447,PERSON-001757,SUSPECT_IN,CASE-000181,true,true
TRUTH-001448,PERSON-002821,OBSERVED_IN,CASE-000181,true,true
TRUTH-001449,PERSON-000792,OBSERVED_IN,CASE-000181,true,true
TRUTH-001450,PERSON-001670,SUSPECT_IN,CASE-000182,true,true
TRUTH-001451,PERSON-001667,SUSPECT_IN,CASE-000182,true,true
TRUTH-001452,PERSON-000146,SUSPECT_IN,CASE-000182,true,true
TRUTH-001453,PERSON-001589,SUSPECT_IN,CASE-000182,true,true
TRUTH-001454,PERSON-001210,OBSERVED_IN,CASE-000182,true,true
TRUTH-001455,PERSON-002750,OBSERVED_IN,CASE-000182,true,true
TRUTH-001456,PERSON-001041,OBSERVED_IN,CASE-000182,true,true
TRUTH-001457,PERSON-001701,SUSPECT_IN,CASE-000183,true,true
TRUTH-001458,PERSON-000823,SUSPECT_IN,CASE-000183,true,true
TRUTH-001459,PERSON-002654,SUSPECT_IN,CASE-000183,true,true
TRUTH-001460,PERSON-002449,OBSERVED_IN,CASE-000183,true,true
TRUTH-001461,PERSON-002646,OBSERVED_IN,CASE-000183,true,true
TRUTH-001462,PERSON-000569,OBSERVED_IN,CASE-000183,true,true
TRUTH-001463,PERSON-002965,OBSERVED_IN,CASE-000183,true,true
TRUTH-001464,PERSON-001387,OBSERVED_IN,CASE-000183,true,true
TRUTH-001465,PERSON-000838,OBSERVED_IN,CASE-000183,true,true
TRUTH-001466,PERSON-000351,SUSPECT_IN,CASE-000184,true,true
TRUTH-001467,PERSON-001670,SUSPECT_IN,CASE-000184,true,true
TRUTH-001468,PERSON-001667,SUSPECT_IN,CASE-000184,true,true
TRUTH-001469,PERSON-002750,SUSPECT_IN,CASE-000184,true,true
TRUTH-001470,PERSON-000357,SUSPECT_IN,CASE-000184,true,true
TRUTH-001471,PERSON-001210,OBSERVED_IN,CASE-000184,true,true
TRUTH-001472,PERSON-001558,OBSERVED_IN,CASE-000184,true,true
TRUTH-001473,PERSON-000275,SUSPECT_IN,CASE-000185,true,true
TRUTH-001474,PERSON-000032,SUSPECT_IN,CASE-000185,true,true
TRUTH-001475,PERSON-000473,SUSPECT_IN,CASE-000185,true,true
TRUTH-001476,PERSON-002737,SUSPECT_IN,CASE-000185,true,true
TRUTH-001477,PERSON-001558,SUSPECT_IN,CASE-000185,true,true
TRUTH-001478,PERSON-000682,OBSERVED_IN,CASE-000185,true,true
TRUTH-001479,PERSON-001481,OBSERVED_IN,CASE-000185,true,true
TRUTH-001480,PERSON-000042,OBSERVED_IN,CASE-000185,true,true
TRUTH-001481,PERSON-002847,SUSPECT_IN,CASE-000186,true,true
TRUTH-001482,PERSON-001480,SUSPECT_IN,CASE-000186,true,true
TRUTH-001483,PERSON-002247,SUSPECT_IN,CASE-000186,true,true
TRUTH-001484,PERSON-000832,OBSERVED_IN,CASE-000186,true,true
TRUTH-001485,PERSON-002675,OBSERVED_IN,CASE-000186,true,true
TRUTH-001486,PERSON-001847,OBSERVED_IN,CASE-000186,true,true
TRUTH-001487,PERSON-000060,OBSERVED_IN,CASE-000186,true,true
TRUTH-001488,PERSON-000111,SUSPECT_IN,CASE-000187,true,true
TRUTH-001489,PERSON-001687,SUSPECT_IN,CASE-000187,true,true
TRUTH-001490,PERSON-001869,SUSPECT_IN,CASE-000187,true,true
TRUTH-001491,PERSON-002094,SUSPECT_IN,CASE-000187,true,true
TRUTH-001492,PERSON-000103,SUSPECT_IN,CASE-000187,true,true
TRUTH-001493,PERSON-002965,SUSPECT_IN,CASE-000187,true,true
TRUTH-001494,PERSON-000419,OBSERVED_IN,CASE-000187,true,true
TRUTH-001495,PERSON-002737,OBSERVED_IN,CASE-000187,true,true
TRUTH-001496,PERSON-000366,OBSERVED_IN,CASE-000187,true,true
TRUTH-001497,PERSON-000414,OBSERVED_IN,CASE-000187,true,true
TRUTH-001498,PERSON-002417,OBSERVED_IN,CASE-000187,true,true
TRUTH-001499,PERSON-000207,OBSERVED_IN,CASE-000187,true,true
TRUTH-001500,PERSON-000901,SUSPECT_IN,CASE-000188,true,true
TRUTH-001501,PERSON-001519,SUSPECT_IN,CASE-000188,true,true
TRUTH-001502,PERSON-000599,SUSPECT_IN,CASE-000188,true,true
TRUTH-001503,PERSON-002930,SUSPECT_IN,CASE-000188,true,true
TRUTH-001504,PERSON-001908,OBSERVED_IN,CASE-000188,true,true
TRUTH-001505,PERSON-002247,OBSERVED_IN,CASE-000188,true,true
TRUTH-001506,PERSON-001880,OBSERVED_IN,CASE-000188,true,true
TRUTH-001507,PERSON-001258,OBSERVED_IN,CASE-000188,true,true
TRUTH-001508,PERSON-002964,SUSPECT_IN,CASE-000189,true,true
TRUTH-001509,PERSON-000217,SUSPECT_IN,CASE-000189,true,true
TRUTH-001510,PERSON-002758,SUSPECT_IN,CASE-000189,true,true
TRUTH-001511,PERSON-000146,OBSERVED_IN,CASE-000189,true,true
TRUTH-001512,PERSON-000279,OBSERVED_IN,CASE-000189,true,true
TRUTH-001513,PERSON-000556,OBSERVED_IN,CASE-000189,true,true
TRUTH-001514,PERSON-002879,SUSPECT_IN,CASE-000190,true,true
TRUTH-001515,PERSON-002450,SUSPECT_IN,CASE-000190,true,true
TRUTH-001516,PERSON-002517,SUSPECT_IN,CASE-000190,true,true
TRUTH-001517,PERSON-000769,OBSERVED_IN,CASE-000190,true,true
TRUTH-001518,PERSON-000597,OBSERVED_IN,CASE-000190,true,true
TRUTH-001519,PERSON-000860,OBSERVED_IN,CASE-000190,true,true
TRUTH-001520,PERSON-000817,OBSERVED_IN,CASE-000190,true,true
TRUTH-001521,PERSON-000062,OBSERVED_IN,CASE-000190,true,true
TRUTH-001522,PERSON-001581,OBSERVED_IN,CASE-000190,true,true
TRUTH-001523,PERSON-000556,SUSPECT_IN,CASE-000191,true,true
TRUTH-001524,PERSON-002205,SUSPECT_IN,CASE-000191,true,true
TRUTH-001525,PERSON-001043,SUSPECT_IN,CASE-000191,true,true
TRUTH-001526,PERSON-000217,OBSERVED_IN,CASE-000191,true,true
TRUTH-001527,PERSON-001041,SUSPECT_IN,CASE-000192,true,true
TRUTH-001528,PERSON-000351,SUSPECT_IN,CASE-000192,true,true
TRUTH-001529,PERSON-002757,SUSPECT_IN,CASE-000192,true,true
TRUTH-001530,PERSON-001210,OBSERVED_IN,CASE-000192,true,true
TRUTH-001531,PERSON-001670,OBSERVED_IN,CASE-000192,true,true
TRUTH-001532,PERSON-001558,OBSERVED_IN,CASE-000192,true,true
TRUTH-001533,PERSON-000863,SUSPECT_IN,CASE-000193,true,true
TRUTH-001534,PERSON-000120,SUSPECT_IN,CASE-000193,true,true
TRUTH-001535,PERSON-002745,SUSPECT_IN,CASE-000193,true,true
TRUTH-001536,PERSON-002803,SUSPECT_IN,CASE-000193,true,true
TRUTH-001537,PERSON-000538,OBSERVED_IN,CASE-000193,true,true
TRUTH-001538,PERSON-001965,OBSERVED_IN,CASE-000193,true,true
TRUTH-001539,PERSON-001259,SUSPECT_IN,CASE-000194,true,true
TRUTH-001540,PERSON-000850,SUSPECT_IN,CASE-000194,true,true
TRUTH-001541,PERSON-002757,SUSPECT_IN,CASE-000194,true,true
TRUTH-001542,PERSON-002574,SUSPECT_IN,CASE-000194,true,true
TRUTH-001543,PERSON-000081,OBSERVED_IN,CASE-000194,true,true
TRUTH-001544,PERSON-001861,OBSERVED_IN,CASE-000194,true,true
TRUTH-001545,PERSON-000863,OBSERVED_IN,CASE-000194,true,true
TRUTH-001546,PERSON-000063,OBSERVED_IN,CASE-000194,true,true
TRUTH-001547,PERSON-001589,OBSERVED_IN,CASE-000194,true,true
TRUTH-001548,PERSON-002713,SUSPECT_IN,CASE-000195,true,true
TRUTH-001549,PERSON-000635,SUSPECT_IN,CASE-000195,true,true
TRUTH-001550,PERSON-000832,SUSPECT_IN,CASE-000195,true,true
TRUTH-001551,PERSON-000497,SUSPECT_IN,CASE-000195,true,true
TRUTH-001552,PERSON-002922,SUSPECT_IN,CASE-000195,true,true
TRUTH-001553,PERSON-000611,OBSERVED_IN,CASE-000195,true,true
TRUTH-001554,PERSON-000233,SUSPECT_IN,CASE-000196,true,true
TRUTH-001555,PERSON-002122,SUSPECT_IN,CASE-000196,true,true
TRUTH-001556,PERSON-000492,SUSPECT_IN,CASE-000196,true,true
TRUTH-001557,PERSON-002771,SUSPECT_IN,CASE-000196,true,true
TRUTH-001558,PERSON-000886,OBSERVED_IN,CASE-000196,true,true
TRUTH-001559,PERSON-000144,OBSERVED_IN,CASE-000196,true,true
TRUTH-001560,PERSON-000302,OBSERVED_IN,CASE-000196,true,true
TRUTH-001561,PERSON-001880,OBSERVED_IN,CASE-000196,true,true
TRUTH-001562,PERSON-001830,OBSERVED_IN,CASE-000196,true,true
TRUTH-001563,PERSON-000419,SUSPECT_IN,CASE-000197,true,true
TRUTH-001564,PERSON-002737,SUSPECT_IN,CASE-000197,true,true
TRUTH-001565,PERSON-000111,SUSPECT_IN,CASE-000197,true,true
TRUTH-001566,PERSON-001584,SUSPECT_IN,CASE-000197,true,true
TRUTH-001567,PERSON-001687,OBSERVED_IN,CASE-000197,true,true
TRUTH-001568,PERSON-000103,OBSERVED_IN,CASE-000197,true,true
TRUTH-001569,PERSON-002094,SUSPECT_IN,CASE-000198,true,true
TRUTH-001570,PERSON-001687,SUSPECT_IN,CASE-000198,true,true
TRUTH-001571,PERSON-001674,SUSPECT_IN,CASE-000198,true,true
TRUTH-001572,PERSON-001774,OBSERVED_IN,CASE-000198,true,true
TRUTH-001573,PERSON-002737,OBSERVED_IN,CASE-000198,true,true
TRUTH-001574,PERSON-000407,OBSERVED_IN,CASE-000198,true,true
TRUTH-001575,PERSON-000207,OBSERVED_IN,CASE-000198,true,true
TRUTH-001576,PERSON-001869,OBSERVED_IN,CASE-000198,true,true
TRUTH-001577,PERSON-000846,SUSPECT_IN,CASE-000199,true,true
